name,lastModifiedDate,trackName,artistName,albumName,trackUri,episode,localTrack,addedDate
🧡,2022-02-11,idontwannabeyouanymore,Tschax,idontwannabeyouanymore,spotify:track:6TtngLEObOy9gVNHVWwEXA,,,2020-05-08
🧡,2022-02-11,Lullaby Love - Single Version,Roo Panes,Lullaby Love,spotify:track:3pAen9KHWcFiwQIZUHXJYD,,,2020-05-08
🧡,2022-02-11,1973,James Blunt,All the Lost Souls,spotify:track:1BV0m40U0M4t1SLIsDnwZl,,,2020-05-08
🧡,2022-02-11,Have You Ever Seen the Rain,Imaginary Future,Have You Ever Seen the Rain,spotify:track:39OJgz2d2vAYY9tORFIHHZ,,,2020-05-08
🧡,2022-02-11,Power,Isak Danielson,Power,spotify:track:6xtqvTdWdYZmKY0pSuuHL9,,,2020-05-08
🧡,2022-02-11,Expectations,Lauren Jauregui,Expectations,spotify:track:1EXotCuzdXR34W1MoP6Um7,,,2020-05-08
🧡,2022-02-11,Only Love,Ben Howard,Every Kingdom,spotify:track:2uhEKg8kIzpdvz4gyy6x8W,,,2020-05-08
🧡,2022-02-11,Follow Your Fire,Kodaline,Follow Your Fire,spotify:track:5s9ZfQasBGM8YLNAhXx7or,,,2020-05-08
🧡,2022-02-11,Daddy Lessons,Beyoncé,Lemonade,spotify:track:71OvX5NNLrmz7rpq1ANTQn,,,2020-05-08
🧡,2022-02-11,Another Love - Radio Edit,Tom Odell,Some Chillout Music,spotify:track:7bUGOtJrkDNtyoKGRkie9e,,,2021-09-12
🧡,2022-02-11,"Lover, Please Stay",Nothing But Thieves,Nothing But Thieves,spotify:track:3QxCvkqWdkMqy3CPxOhZ24,,,2021-09-12
🧡,2022-02-11,Where's My Love,SYML,SYML,spotify:track:2NeM9rfWo70KQej9GxeaoL,,,2021-09-12
🧡,2022-02-11,I Don't Want to Change You,Damien Rice,My Favourite Faded Fantasy,spotify:track:2WOpBtXX02RS4UCzBholDq,,,2021-09-12
🧡,2022-02-11,Made to Love You,Dan Owen,Stay Awake with Me (acoustic),spotify:track:7xNQMVeEgXQf0xUsTlcpMP,,,2021-11-27
son gün🍃,2023-05-19,Yaz Aşkım,Ege,Senden Uzak,spotify:track:61efPvxaMIQJiXFcReNb1Y,,,2021-09-05
son gün🍃,2023-05-19,Nereden Bileceksiniz,Ahmet Kaya,Dosta Düşmana Karşı,spotify:track:1RMnFV3jidSADH1ZSF8EAr,,,2021-09-05
son gün🍃,2023-05-19,Mesafe,Serdar Ortaç,Mesafe,spotify:track:68DrWFjKkrn2W3mkIRP3bc,,,2021-09-05
son gün🍃,2023-05-19,Kahpe Kader,Sezen Aksu,Deliveren,spotify:track:5tdUn33I83Ffv7IuHJgpWi,,,2021-09-05
son gün🍃,2023-05-19,Ölürüm Sana,Tarkan,Ölürüm Sana,spotify:track:6nAgxB5x7vlGVVIoWpCwaM,,,2021-09-05
son gün🍃,2023-05-19,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,Whitney,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,,,2021-09-05
son gün🍃,2023-05-19,Sevdam Ağlıyor,Sertab Erener,Lâ'l,spotify:track:4XcSY5BfFnArWDkSVBx0bb,,,2021-09-06
son gün🍃,2023-05-19,Haydi Gel Benimle Ol,Sezen Aksu,Sen Ağlama,spotify:track:6KBRNsL48BmRcQzUq1oSZq,,,2023-05-19
son gün🍃,2023-05-19,Bir Çocuk Sevdim,Sezen Aksu,Sezen Aksu '88,spotify:track:7itO53A67K3FDQD3LHU0te,,,2023-05-19
son gün🍃,2023-05-19,Vazgeçtim,Sezen Aksu,Gülümse,spotify:track:6Fov2wtS1YVTS3o4sqhgVM,,,2023-05-19
(g)oldies,2022-10-21,Sweet Caroline,Neil Diamond,Sweet Caroline,spotify:track:62AuGbAkt8Ox2IrFFb8GKV,,,2020-05-08
(g)oldies,2022-10-21,Livin' On A Prayer,Bon Jovi,Slippery When Wet,spotify:track:37ZJ0p5Jm13JPevGcx4SkF,,,2020-05-08
(g)oldies,2022-10-21,You Give Love A Bad Name,Bon Jovi,Slippery When Wet,spotify:track:0rmGAIH9LNJewFw7nKzZnc,,,2020-05-08
(g)oldies,2022-10-21,Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,spotify:track:7o2CTH4ctstm8TNelqjb51,,,2020-05-08
(g)oldies,2022-10-21,In The Air Tonight - 2015 Remastered,Phil Collins,Face Value (Deluxe Editon),spotify:track:18AXbzPzBS8Y3AkgSxzJPb,,,2020-05-08
(g)oldies,2022-10-21,Beat It,Michael Jackson,Thriller 25 Super Deluxe Edition,spotify:track:1OOtq8tRnDM8kG2gqUPjAj,,,2020-05-08
(g)oldies,2022-10-21,"(I've Had) The Time of My Life - From ""Dirty Dancing"" Soundtrack",Bill Medley,Platinum & Gold Collection,spotify:track:4BFMQ15vXr626UOoZL8bUI,,,2020-05-08
(g)oldies,2022-10-21,Should I Stay or Should I Go - Remastered,The Clash,Combat Rock (Remastered),spotify:track:39shmbIHICJ2Wxnk1fPSdz,,,2020-05-08
(g)oldies,2022-10-21,Mamma Mia,ABBA,Abba,spotify:track:2TxCwUlqaOH3TIyJqGgR91,,,2020-05-08
(g)oldies,2022-10-21,You Can't Hurry Love - 2016 Remaster,Phil Collins,"Hello, I Must Be Going!",spotify:track:4YwbSZaYeYja8Umyt222Qf,,,2020-05-08
(g)oldies,2022-10-21,Sweet Dreams (Are Made of This) - Remastered,Eurythmics,Sweet Dreams (Are Made Of This),spotify:track:1TfqLAPs4K3s2rJMoCokcS,,,2020-05-08
(g)oldies,2022-10-21,The Final Countdown,Europe,The Final Countdown (Expanded Edition),spotify:track:3MrRksHupTVEQ7YbA0FsZK,,,2020-05-08
(g)oldies,2022-10-21,It's My Life,Bon Jovi,Crush,spotify:track:0v1XpBHnsbkCn7iJ9Ucr1l,,,2020-05-08
(g)oldies,2022-10-21,Paradise City,Guns N' Roses,Appetite For Destruction,spotify:track:3YBZIN3rekqsKxbJc9FZko,,,2020-05-08
(g)oldies,2022-10-21,Welcome To The Jungle,Guns N' Roses,Appetite For Destruction,spotify:track:0bVtevEgtDIeRjCJbK3Lmv,,,2020-05-08
(g)oldies,2022-10-21,Big in Japan - 2019 Remaster,Alphaville,Forever Young,spotify:track:7wnagOAqma4Sg6JOGjWr5R,,,2020-05-08
(g)oldies,2022-10-21,Hey Jude - Remastered 2015,The Beatles,1,spotify:track:0aym2LBJBk9DAYuHHutrIl,,,2020-05-08
(g)oldies,2022-10-21,Californication,Red Hot Chili Peppers,Californication,spotify:track:48UPSzbZjgc449aqz8bxox,,,2020-05-08
(g)oldies,2022-10-21,Zombie,The Cranberries,No Need To Argue,spotify:track:2IZZqH4K02UIYg5EohpNHF,,,2020-05-08
(g)oldies,2022-10-21,Don't Speak,No Doubt,Tragic Kingdom,spotify:track:7H8zey5My6uNdD2TxeCb9F,,,2020-05-08
(g)oldies,2022-10-21,Torn,Natalie Imbruglia,Left Of The Middle,spotify:track:1Jaah2tmN9Hv81A87KZ1MU,,,2020-05-08
(g)oldies,2022-10-21,Under the Bridge,Red Hot Chili Peppers,Blood Sugar Sex Magik,spotify:track:3d9DChrdc6BOeFsbrZ3Is0,,,2020-05-08
(g)oldies,2022-10-21,Otherside,Red Hot Chili Peppers,Californication,spotify:track:64BbK9SFKH2jk86U3dGj2P,,,2020-05-08
(g)oldies,2022-10-21,I Just Called To Say I Love You,Stevie Wonder,At The Close Of A Century,spotify:track:6RNDeRnWsRMjPdNVgupZCs,,,2020-05-08
(g)oldies,2022-10-21,Let's Groove,"Earth, Wind & Fire",Raise!,spotify:track:3koCCeSaVUyrRo3N2gHrd8,,,2020-05-08
(g)oldies,2022-10-21,I Love Rock 'N Roll,Joan Jett & the Blackhearts,I Love Rock 'N' Roll (Expanded Edition),spotify:track:2Cdvbe2G4hZsnhNMKyGrie,,,2020-05-08
(g)oldies,2022-10-21,La Isla Bonita,Madonna,True Blue,spotify:track:6r8k1vznHrzlEKYxL4dZEe,,,2020-05-08
(g)oldies,2022-10-21,9 to 5,Dolly Parton,9 To 5 And Odd Jobs,spotify:track:4w3tQBXhn5345eUXDGBWZG,,,2020-05-08
(g)oldies,2022-10-21,Big in Japan - Single Version; 2019 Remaster,Alphaville,Forever Young,spotify:track:3TieIQTlipul7oxGldyX09,,,2020-05-08
(g)oldies,2022-10-21,Mambo No. 5 (a Little Bit of...),Lou Bega,A Little Bit of Mambo,spotify:track:6x4tKaOzfNJpEJHySoiJcs,,,2020-05-08
(g)oldies,2022-10-21,Wannabe,Spice Girls,Spice,spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,,,2020-05-08
(g)oldies,2022-10-21,Last Christmas,Wham!,LAST CHRISTMAS,spotify:track:2FRnf9qhLbvw8fu4IBXx78,,,2020-05-08
(g)oldies,2022-10-21,This Velvet Glove,Red Hot Chili Peppers,Californication,spotify:track:49colNVoLFcMszng9O8w4h,,,2020-05-08
(g)oldies,2022-10-21,Lady D'Arbanville,Yusuf / Cat Stevens,Mona Bone Jakon,spotify:track:2H8hNUy47dRpvXdRlrfZ90,,,2020-05-08
(g)oldies,2022-10-21,Crazy,Aerosmith,Get A Grip,spotify:track:2cBGl1Ehr1D9xbqNmraqb4,,,2020-05-08
(g)oldies,2022-10-21,Snow (Hey Oh),Red Hot Chili Peppers,Stadium Arcadium,spotify:track:2aibwv5hGXSgw7Yru8IYTO,,,2020-05-08
(g)oldies,2022-10-21,I Just Called To Say I Love You - Single Version,Stevie Wonder,The Definitive Collection,spotify:track:0HLQBvIEEdJhdl8jd2Pt1E,,,2020-05-08
(g)oldies,2022-10-21,Have A Nice Day,Bon Jovi,Have A Nice Day,spotify:track:06Zz2l7cVTCTgCNDe1bnEF,,,2020-05-08
(g)oldies,2022-10-21,Runaway,Bon Jovi,Cross Road,spotify:track:65RcvcnNgiCOQ0MBD16Up0,,,2020-05-08
(g)oldies,2022-10-21,Life Is Beautiful,Bon Jovi,Burning Bridges,spotify:track:6KdkJDtU5baV0r5VfoI5AB,,,2020-05-08
(g)oldies,2022-10-21,Shape Of My Heart,Sting,Ten Summoner's Tales,spotify:track:1ZXfToGBX4iSwghR23xf1h,,,2020-05-08
(g)oldies,2022-10-21,The Ballroom Blitz,Sweet,Blockbuster,spotify:track:5gNHpCj1uKRRFWtEIYMXL6,,,2020-05-08
(g)oldies,2022-10-21,She Loves You - Mono / Remastered,The Beatles,1,spotify:track:6nEkxYIEnrbYH7h1hJ8Xn6,,,2020-05-08
(g)oldies,2022-10-21,Englishman In New York,Sting,Nothing Like The Sun,spotify:track:5wVylZHmBid99XzEsz8Fk7,,,2020-05-08
(g)oldies,2022-10-21,Mama Said,Metallica,Load,spotify:track:0hAKD3hdy0RUPiPJFz270S,,,2020-05-08
(g)oldies,2022-10-21,One Way Or Another - Remastered 2001,Blondie,Parallel Lines,spotify:track:4cQJ27R11K634x5qCOwKW5,,,2020-05-08
(g)oldies,2022-10-21,Ode To My Family,The Cranberries,No Need To Argue,spotify:track:1AWXiUQjoQfcmqaBEtaOoL,,,2020-05-08
(g)oldies,2022-10-21,Jump in the Line,Harry Belafonte,The Best Of,spotify:track:70mAceS5ArAqVj2OwDE4db,,,2020-05-08
(g)oldies,2022-10-21,Perhaps Love,John Denver,"John Denver's Greatest Hits, Volume 3",spotify:track:1XeCCcv0C9vD6Z8P9E8uhG,,,2020-05-22
(g)oldies,2022-10-21,Hotel California - 2013 Remaster,Eagles,Hotel California,spotify:track:40riOy7x9W7GXjyGp4pjAv,,,2022-10-21
(g)oldies,2022-10-21,I Want To Break Free - Single Remix,Queen,The Works,spotify:track:2AkmdLbVKS1steeZdy8H1l,,,2022-10-21
yol 🛣,2021-08-17,Clap Your Hands,Whilk & Misky,Clap Your Hands,spotify:track:7DM5k4ql2H94jNn0kN0SaU,,,2020-05-08
yol 🛣,2021-08-17,Wishing Girl,Lola Marsh,Remember Roses,spotify:track:7yYYWkchsNxQxuoHkJsLBP,,,2020-05-08
yol 🛣,2021-08-17,Riptide,Vance Joy,Dream Your Life Away,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,,,2020-05-08
yol 🛣,2021-08-17,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,The Heist,spotify:track:3bidbhpOYeV4knp8AIu8Xn,,,2020-05-08
yol 🛣,2021-08-17,River,Bishop Briggs,Church Of Scars,spotify:track:3mRLHiSHYtC8Hk7bzZdUs1,,,2020-05-08
yol 🛣,2021-08-17,Bad Ideas,Alle Farben,Music Is My Best Friend,spotify:track:0uNU2DnGjyjzqeaK3z5rSi,,,2020-05-08
yol 🛣,2021-08-17,Laps Around The Sun,Ziggy Alberts,Laps Around the Sun,spotify:track:68ZVCePM9IP0MSbcmeZuup,,,2020-05-08
yol 🛣,2021-08-17,Blue Sea,Alaine,Blue Sea - Single,spotify:track:4guA1oNEcvacs1BQssjtkp,,,2020-05-08
yol 🛣,2021-08-17,Uzun Uzun (feat. Jabbar),Deeperise,Uzun Uzun (feat. Jabbar),spotify:track:2lfIKSkxC1z8Q7JzTufWFo,,,2020-05-08
yol 🛣,2021-08-17,Crazy,Gnarls Barkley,St. Elsewhere,spotify:track:1vxw6aYJls2oq3gW0DujAo,,,2020-05-08
yol 🛣,2021-08-17,Catch & Release - Deepend Remix,Matt Simons,Catch & Release,spotify:track:3MSZpokwCtkv9BV0vS3uGr,,,2020-05-08
yol 🛣,2021-08-17,Cesaretsizce Olmuyor,Jabbar,Yineleme,spotify:track:3GXkYMKJ443tsH5KmOABnw,,,2020-05-08
yol 🛣,2021-08-17,Have You Ever Seen the Rain,Imaginary Future,Have You Ever Seen the Rain,spotify:track:39OJgz2d2vAYY9tORFIHHZ,,,2020-05-08
yol 🛣,2021-08-17,Only Love,Ben Howard,Every Kingdom,spotify:track:2uhEKg8kIzpdvz4gyy6x8W,,,2020-05-08
yol 🛣,2021-08-17,Millionaire,Iyeoka,Say Yes,spotify:track:1cpXe5sgDUBi10uajaGaYu,,,2020-05-08
yol 🛣,2021-08-17,Renegades,X Ambassadors,VHS,spotify:track:0fYVliAYKHuPmECRs1pbRf,,,2020-05-08
yol 🛣,2021-08-17,Gel Desem,Jabbar,Yineleme,spotify:track:0LwJvEsmEwzYTosCRWM64L,,,2020-05-08
fr,2022-02-11,Le temps est bon,Bon Entendeur,Le temps est bon,spotify:track:4WBDVbKHiNHmFpPLuBHYdu,,,2020-05-08
fr,2022-02-11,Canopée,Polo & Pan,Caravelle,spotify:track:260V7huyJrXnyYe0dFv2Fa,,,2020-05-08
fr,2022-02-11,Tout oublier,Angèle,Brol,spotify:track:06O3hxudc6V0BOuoCFSy71,,,2020-05-08
fr,2022-02-11,Sous le ciel de Paris,Yves Montand,C'est si bon + 49 succès de Yves Montand,spotify:track:2tSpxPGywYcnfanQIT30gs,,,2020-05-08
fr,2022-02-11,Ton visage,Fréro Delavega,Des ombres et des lumières,spotify:track:5EqwOeakccoyefDI9n77ZQ,,,2020-05-08
fr,2022-02-11,La vie en rose,Zaz,Recto verso,spotify:track:7cY3q6uDDuPfh36fqxPEPy,,,2020-05-08
fr,2022-02-11,On ira,Zaz,Recto verso,spotify:track:0O7j6n6xv3XtsqAqZw0nYM,,,2020-05-08
fr,2022-02-11,Paris,L'Impératrice,Matahari,spotify:track:7ExCojfDP0HISuvDvPVpak,,,2020-05-08
fr,2022-02-11,Ta reine,Angèle,Brol,spotify:track:3iXhLi33EpUfcOwasC8un1,,,2020-05-08
fr,2022-02-11,Une belle histoire,Michel Fugain & Le Big Bazar,Fais Comme L'Oiseau,spotify:track:1GdtMDRiaF1EnG2LJpELme,,,2020-05-08
fr,2022-02-11,Jardin d'hiver,Benjamin Biolay,Songbook,spotify:track:3F10BKDjv8mD0Ecmw9IBkm,,,2020-05-08
fr,2022-02-11,Le vent nous portera - Live / 2002,Noir Désir,Noir Désir en public,spotify:track:1Uy8VBtdCO13ZEMm899NO2,,,2020-05-08
fr,2022-02-11,Pelo Café (Version française) [Radio Edit],Diez Arenas,"Latino Stars 2018 - The Best of Reggaeton, Bachata, Salsa & Kizomba",spotify:track:1qUaJMSIObf8OBkgjAHSi5,,,2020-05-08
fr,2022-02-11,L'ombelico del mondo,JOVANOTTE,Tribu',spotify:track:0bAAYzAo9eLK6JDmS5gnir,,,2020-05-08
fr,2022-02-11,Ma Benz,Brigitte,Hôtel Costes 14,spotify:track:3VtgKyNdd9D7T3u9FZbrsX,,,2020-05-08
fr,2022-02-11,Les Feuilles Mortes,Iggy Pop,Preliminaires,spotify:track:4jsfwKGrdOLfQM5DHheVz8,,,2020-05-08
fr,2022-02-11,La foule,Édith Piaf,de l'accordeoniste a milord,spotify:track:2xZfPZxInlDXDKc6NDts8Z,,,2020-05-08
fr,2022-02-11,Quelqu'un m'a dit,Carla Bruni,Quelqu'un M'a Dit,spotify:track:6w9Pf2VV4kZNcExAjcG2hw,,,2020-05-18
fr,2022-02-11,Comment te dire adieu - Remasterisé en 2016,Françoise Hardy,Comment te dire adieu,spotify:track:6g5qyQrAcoBX4X7XjxBoTO,,,2020-05-18
fr,2022-02-11,Les Champs-Elysées,Joe Dassin,Les Champs-Èlysées,spotify:track:4VWbPQUPvLes814r6T11Jz,,,2020-05-18
fr,2022-02-11,Milord,Édith Piaf,de l'accordeoniste a milord,spotify:track:18efeGygYyi4nx3haDMdAa,,,2020-05-18
fr,2022-02-11,Hier encore,Charles Aznavour,Que c'est triste Venise,spotify:track:4ciRwt5dGHKKm8Et8r1xJ0,,,2020-05-18
fr,2022-02-11,Et si tu n'existais pas,Joe Dassin,Joe Dassin,spotify:track:1GeszH3DWCOKwK0d8D5gEZ,,,2020-05-18
fr,2022-02-11,Le coeur éléphant,Fréro Delavega,Des ombres et des lumières,spotify:track:5TTfQvVwzlsatGExuQOFCC,,,2020-05-18
II,2020-05-08,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,TESTING,spotify:track:7ycWLEP1GsNjVvcjawXz3z,,,2020-05-08
II,2020-05-08,Waves,Kanye West,The Life Of Pablo,spotify:track:3nAq2hCr1oWsIU54tS98pL,,,2020-05-08
II,2020-05-08,Twerk It Like Miley,Brandon Beal,Truth,spotify:track:3Mf5lroDtECoRWVUWnHCo8,,,2020-05-08
II,2020-05-08,True Colors,The Weeknd,Starboy,spotify:track:1oGdVdYjeQvojGKDddxLQQ,,,2020-05-08
II,2020-05-08,LUV,Tory Lanez,I Told You,spotify:track:16Ah4QqH4mgYVXqfC4mdSd,,,2020-05-08
II,2020-05-08,Curve (feat. The Weeknd),Gucci Mane,Mr. Davis,spotify:track:2yuyaYAELoMG4ApV5wJsWR,,,2020-05-08
II,2020-05-08,Papi Chulo,Octavian,Papi Chulo,spotify:track:6Juv5N0dNU1imms9c9u1dA,,,2020-05-08
II,2020-05-08,Splashin,Rich The Kid,Splashin,spotify:track:79OEIr4J4FHV0O3KrhaXRb,,,2020-05-08
II,2020-05-08,Look Back at It,A Boogie Wit da Hoodie,Hoodie SZN,spotify:track:3Ol2xnObFdKV9pmRD2t9x8,,,2020-05-08
II,2020-05-08,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,Hoodie SZN,spotify:track:1wJRveJZLSb1rjhnUHQiv6,,,2020-05-08
II,2020-05-08,All That (feat. Jeremih),Drama Relax,All That (feat. Jeremih),spotify:track:3qLcCVE9qmnY4JJxDXwH2j,,,2020-05-08
II,2020-05-08,Planez,Jeremih,Late Nights: The Album,spotify:track:08zJpaUQVi9FrKv2e32Bah,,,2020-05-08
II,2020-05-08,Redemption,Drake,Views,spotify:track:4cRBqWBjuccCowYVHFlXK6,,,2020-05-08
II,2020-05-08,20/20,Lil Tjay,20/20,spotify:track:4Hqh0dS4x07zuRw6eBTO7p,,,2020-05-08
II,2020-05-08,Blue Tint,Drake,Scorpion,spotify:track:4n1bdaKwynQndm47x5HqWX,,,2020-05-08
II,2020-05-08,Die For Me (feat. Future & Halsey),Post Malone,Hollywood's Bleeding,spotify:track:2C6WXnmZ66tHhHlnvwePiK,,,2020-05-08
II,2020-05-08,Bitches N Marijuana (feat. ScHoolboy Q),Chris Brown,Fan of A Fan The Album (Expanded Edition),spotify:track:3PiLfzEXHrvT1oJKR8PAJt,,,2020-05-08
II,2020-05-08,Work Sumn (feat. Tory Lanez and Jacquees),Kirko Bangz,Work Sumn (feat. Tory Lanez and Jacquees),spotify:track:2scmPxlPxRZeXs39SgAw7n,,,2020-05-08
II,2020-05-08,Break from Toronto,PARTYNEXTDOOR,PARTYNEXTDOOR,spotify:track:79MSEdtXuudhGhC5AtG07g,,,2020-05-08
II,2020-05-08,Bottom Bitch,Doja Cat,Hot Pink,spotify:track:1L0z2CQKrKJ2spYSMkfim9,,,2020-05-08
II,2020-05-08,Say So,Doja Cat,Hot Pink,spotify:track:3Dv1eDb0MEgF93GpLXlucZ,,,2020-05-08
II,2020-05-08,Like That (feat. Gucci Mane),Doja Cat,Hot Pink,spotify:track:4EivmOT13NMpNSfTKn9p4s,,,2020-05-08
II,2020-05-08,Juicy,Doja Cat,Hot Pink,spotify:track:7f5trao56t7sB7f14QDTmp,,,2020-05-08
II,2020-05-08,WORKIN ME,Quavo,W O R K I N M E,spotify:track:33tNYw9oMtSkGe27NpgS64,,,2020-05-08
II,2020-05-08,HUMBLE.,Kendrick Lamar,DAMN.,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,,,2020-05-08
II,2020-05-08,Yo Darlin',NSG,Yo Darlin',spotify:track:7Lh7cJzYuo4U5Uq687rLSm,,,2020-05-08
II,2020-05-08,"Thotiana (feat. Cardi B, YG) [Remix]",Blueface,"Thotiana (feat. Cardi B, YG) [Remix]",spotify:track:1JkrD47SDpAbyvqKtolcea,,,2020-05-08
II,2020-05-08,Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,SR3MM,spotify:track:1BuZAIO8WZpavWVbbq3Lci,,,2020-05-08
II,2020-05-08,Met Gala (feat. Offset),Gucci Mane,Droptopwop,spotify:track:2XaInsPPUkZRkY4uFJ3AHK,,,2020-05-08
II,2020-05-08,Phases,PRETTYMUCH,Phases,spotify:track:3je88Q4OvTqIx7BFRFYvRA,,,2020-05-08
II,2020-05-08,Bang,RICCI,Bang,spotify:track:4WlBtGJRZgJjWikusfISrj,,,2020-05-08
II,2020-05-08,Not Above Love,AlunaGeorge,I Remember,spotify:track:7k6Wf3BN6m2kCGIAfouMwP,,,2020-05-08
II,2020-05-08,High Fashion (feat. Mustard),Roddy Ricch,Please Excuse Me for Being Antisocial,spotify:track:07KXEDMj78x68D884wgVEm,,,2020-05-08
II,2020-05-08,Jet Lag (feat. Young Scooter),Future,Future & Juice WRLD Present... WRLD ON DRUGS,spotify:track:2OsDoAzo5SGq10qwmKSQBv,,,2020-05-08
II,2020-05-08,The London (feat. J. Cole & Travis Scott),Young Thug,The London (feat. J. Cole & Travis Scott),spotify:track:7DcvwMAiqKJQD1rrdfxSDx,,,2020-05-08
II,2020-05-08,Check (with RAYE),Kojo Funds,Check (with RAYE),spotify:track:4i8ObH2xPP4DSNniUJlgar,,,2020-05-08
II,2020-05-08,Cigarette,RAYE,Cigarette,spotify:track:1GnfpjuZ1NUjEXSir7F8Hj,,,2020-05-08
II,2020-05-08,Jumanji,B Young,Jumanji,spotify:track:4PzsYXrHh4r2BxtpNjtvoF,,,2020-05-08
II,2020-05-08,KIKA,6ix9ine,DUMMY BOY,spotify:track:6Gy7rXB6Ku5vIWC7WGWsl3,,,2020-05-08
II,2020-05-08,Majesty (with Labrinth & feat. Eminem),Nicki Minaj,Queen,spotify:track:01s1HGlw9yqT0U242yffBb,,,2020-05-08
II,2020-05-08,Falling Down - Bonus Track,Lil Peep,Falling Down,spotify:track:0Dn40gxVCMo5TkgS8Ik18Q,,,2020-05-08
mode 📍,2020-11-29,Man O To,Nu,Man O To,spotify:track:6iKvgAl0uHqUrSXef7YccS,,,2020-05-08
mode 📍,2020-11-29,Tuyo,Rodrigo Amarante,Narcos (A Netflix Original Series Soundtrack),spotify:track:4hC7fmtx9LmjruoIieWT0m,,,2020-05-08
mode 📍,2020-11-29,Fever,Oscar and the Wolf,Infinity,spotify:track:1erih0IyANioQVOK3j4YtE,,,2020-05-08
mode 📍,2020-11-29,Psycho,Russ,Pink Elephant,spotify:track:1KNDEEQikLqUCC3x5c2tCl,,,2020-05-08
mode 📍,2020-11-29,Gold,Chet Faker,Built on Glass,spotify:track:1Ll09EiN5ffeFl1xNZB2Uk,,,2020-05-08
mode 📍,2020-11-29,No Diggity,Chet Faker,Thinking In Textures,spotify:track:0PB8KUQHpc7GveSOaWhGwb,,,2020-05-08
mode 📍,2020-11-29,Chainsmoking,Jacob Banks,Village,spotify:track:1EZfCViOJ9XKFbwX8FkZUF,,,2020-05-08
mode 📍,2020-11-29,Snow White,Dennis Lloyd,Snow White,spotify:track:0T4YziOpifV4Eo9XsMPp2X,,,2020-05-08
mode 📍,2020-11-29,Human,"John ""The Ragin Cajun"" Jones",I'm Only Human After All,spotify:track:7Jd1bpQBw6Jc4eSfzTqEp1,,,2020-05-08
mode 📍,2020-11-29,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",spotify:track:2Fxmhks0bxGSBdJ92vM42m,,,2020-05-08
mode 📍,2020-11-29,Melt,Chet Faker,Built on Glass,spotify:track:7F9NJCMko9LLUrHxBS2Spb,,,2020-05-08
mode 📍,2020-11-29,Devil Eyes,Hippie Sabotage,Providence,spotify:track:7MiZjKawmXTsTNePyTfPyL,,,2020-05-08
mode 📍,2020-11-29,Promises (with Sam Smith),Calvin Harris,Promises (with Sam Smith),spotify:track:5N5k9nd479b1xpDZ4usjrg,,,2020-05-08
mode 📍,2020-11-29,Runaway,Oscar and the Wolf,Infinity,spotify:track:1e817MPGhdAlN7hyXgWoA5,,,2020-05-08
mode 📍,2020-11-29,Losing My Way,Justin Timberlake,FutureSex/LoveSounds,spotify:track:1Ou4q1gX3QAvKhAFd3xsXT,,,2020-05-08
mode 📍,2020-11-29,Princes,Oscar and the Wolf,Entity,spotify:track:1Tbr6HCbY3p4qZDKM5x6VR,,,2020-05-08
mode 📍,2020-11-29,Stay the Night,Claptone,Fantast,spotify:track:6VZnA7xwd1l4hQH3q264TU,,,2020-05-08
mode 📍,2020-11-29,No Eyes,Claptone,Charmer,spotify:track:4035yp8Z7EyAg3yDchzxA8,,,2020-05-08
mode 📍,2020-11-29,Some Paradise,L'Impératrice,Matahari,spotify:track:4LGuzwSojbUuSJQNOWY1Ko,,,2020-05-08
mode 📍,2020-11-29,Fireball (feat. Broken Back),Synapson,Fireball,spotify:track:1qhP1zx4IJ3lfyv0Xs5z70,,,2020-05-08
mode 📍,2020-11-29,Jumanji,B Young,Jumanji,spotify:track:4PzsYXrHh4r2BxtpNjtvoF,,,2020-05-08
mode 📍,2020-11-29,all the good girls go to hell,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",spotify:track:6IRdLKIyS4p7XNiP8r6rsx,,,2020-05-08
mode 📍,2020-11-29,bury a friend,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",spotify:track:4SSnFejRGlZikf02HLewEF,,,2020-05-08
mode 📍,2020-11-29,Go Fuck Yourself,Two Feet,First Steps,spotify:track:4NZrZgrRoR4GwR7flWOXRI,,,2020-05-08
mode 📍,2020-11-29,Lost In Yesterday,Tame Impala,The Slow Rush,spotify:track:5JWPUEov2wlX7c0jhYZpeB,,,2020-05-08
mode 📍,2020-11-29,Summer Jam - Radio Edit,The Underdog Project,Summer Jam,spotify:track:6L54wM12STr1kS8nPjPIaS,,,2020-05-08
mode 📍,2020-11-29,Calling Out for Love,Whilk & Misky,My Round,spotify:track:38e6DPgCN31GxsS6qaI5tO,,,2020-05-08
