name,lastModifiedDate,trackName,artistName,albumName,trackUri,episode,localTrack,addedDate
mode 📍,2020-11-29,Rx (Medicate) - Symphonic Acoustic,Theory of a Deadman,Rx (Medicate),spotify:track:5Bd0ckNtNsxISCa6uuxMLK,,,2020-05-08
mode 📍,2020-11-29,Talk Is Cheap,Chet Faker,Built on Glass,spotify:track:655HjEK4nNzceomQVpNzgN,,,2020-05-08
mode 📍,2020-11-29,Calm After The Storm - Radio Edit,The Common Linnets,Calm After The Storm,spotify:track:3LHOMrvVg7g9IvBiUpkhNz,,,2020-05-08
mode 📍,2020-11-29,Wild Stare,Giant Rooks,Wild Stare,spotify:track:3LJ5fbTf7eVB7BpGHWiCR8,,,2020-05-08
mode 📍,2020-11-29,Night Shift,Melik Arici,Night Shift,spotify:track:60yfdDoddtlsn4TunmqyKy,,,2020-05-08
mode 📍,2020-11-29,Had Some Drinks,Two Feet,Had Some Drinks,spotify:track:6gGBL1uMBcNUOzSYfKreID,,,2020-05-08
mode 📍,2020-11-29,Aura,Dennis Lloyd,Exident,spotify:track:5GoWczqfKJr4kBO93ClKa2,,,2020-05-08
mode 📍,2020-11-29,Poor Boy,Belle and Sebastian,How to Solve Our Human Problems (Part 3),spotify:track:1UMzUAa4k9OZ7qLCzX9lSs,,,2020-05-08
mode 📍,2020-11-29,Circles,Post Malone,Circles,spotify:track:4VginDwYTP2eaHJzO0QMjG,,,2020-05-08
mode 📍,2020-11-29,everything i wanted,Billie Eilish,everything i wanted,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,,,2020-05-08
mode 📍,2020-11-29,Imagination,Foster The People,Imagination,spotify:track:2flxduIqEbsicdmPyj1WVW,,,2020-05-08
mode 📍,2020-11-29,Man on a Mission,Oh The Larceny,Oh the Larceny,spotify:track:7zbbclmHhDSdsq63O6c8eH,,,2020-05-08
mode 📍,2020-11-29,Drop The Game,Flume,"TheSoundYouNeed, Vol. 1",spotify:track:765sQC7Bazh6ZeuWiB4vVK,,,2020-05-08
mode 📍,2020-11-29,bellyache,Billie Eilish,Bellyache,spotify:track:51NFxnQvaosfDDutk0tams,,,2020-05-08
mode 📍,2020-11-29,Why'd You Only Call Me When You're High?,Arctic Monkeys,AM,spotify:track:086myS9r57YsLbJpU0TgK9,,,2020-05-08
mode 📍,2020-11-29,Bunker,Balthazar,Thin Walls,spotify:track:7fhzES2ZyvdaD7jSwFOZrR,,,2020-05-09
24/7,2020-05-08,Seven Nation Army,The White Stripes,Elephant,spotify:track:47wPvRG8FEwbZP22UBgTQr,,,2020-05-08
24/7,2020-05-08,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,spotify:track:6gBFPUFcJLzWGx4lenP6h2,,,2020-05-08
24/7,2020-05-08,Hotline Bling,Drake,Views,spotify:track:0wwPcA6wtMf6HUMpIRdeP7,,,2020-05-08
24/7,2020-05-08,Call Out My Name,The Weeknd,"My Dear Melancholy,",spotify:track:09mEdoA6zrmBPgTEN5qXmN,,,2020-05-08
24/7,2020-05-08,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,Fifty Shades Of Grey,spotify:track:4I8yHxomfwh2ggSmiPmQyP,,,2020-05-08
24/7,2020-05-08,Crazy in Love,Sofia Karlberg,Crazy in Love - Single,spotify:track:7jOvEsDIjHRH0LwCkwZSHS,,,2020-05-08
24/7,2020-05-08,Snow (Hey Oh),Red Hot Chili Peppers,Stadium Arcadium,spotify:track:2aibwv5hGXSgw7Yru8IYTO,,,2020-05-08
24/7,2020-05-08,Blinding Lights,The Weeknd,Blinding Lights,spotify:track:0sf12qNH5qcw8qpgymFOqD,,,2020-05-08
24/7,2020-05-08,Impatient,Jeremih,Late Nights: The Album,spotify:track:3WjyiSbfR74pjWXQ3IaFKJ,,,2020-05-08
24/7,2020-05-08,Falling,Trevor Daniel,Falling,spotify:track:4TnjEaWOeW0eKTKIEvJyCa,,,2020-05-08
24/7,2020-05-08,Follow God,Kanye West,JESUS IS KING,spotify:track:2QpGZOhTCHHiKmpSO9FW4h,,,2020-05-08
24/7,2020-05-08,Closed On Sunday,Kanye West,JESUS IS KING,spotify:track:3JWiDGQX2eTlFvKj3Yssj3,,,2020-05-08
24/7,2020-05-08,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,spotify:track:3eekarcy7kvN4yt5ZFzltW,,,2020-05-08
24/7,2020-05-08,Killing Strangers,Marilyn Manson,The Pale Emperor,spotify:track:2naBVHNHinneXOYmczG7xE,,,2020-05-08
24/7,2020-05-08,Eleven,Khalid,Eleven,spotify:track:1ToprX3cpBiXoAe5eNSk74,,,2020-05-08
24/7,2020-05-08,Life Is Good (feat. Drake),Future,Life Is Good (feat. Drake),spotify:track:5yY9lUy8nbvjM1Uyo1Uqoc,,,2020-05-08
24/7,2020-05-08,Rollin (feat. Future & Khalid),Calvin Harris,Rollin (feat. Future & Khalid),spotify:track:3FDrI0FLKzrYQiWxPhqV2W,,,2020-05-08
24/7,2020-05-08,Panini,Lil Nas X,7 EP,spotify:track:6fTt0CH2t0mdeB2N9XFG5r,,,2020-05-08
24/7,2020-05-08,Pop Out Again (feat. Lil Baby & Gunna),Polo G,Die A Legend,spotify:track:2VIMXmWUIqhMqg6h5FOFPG,,,2020-05-08
24/7,2020-05-08,lovely (with Khalid),Billie Eilish,lovely (with Khalid),spotify:track:0u2P5u6lvoDfwTYjAADbn4,,,2020-05-08
24/7,2020-05-08,WAKE UP,Travis Scott,ASTROWORLD,spotify:track:20MuVazoNMv6xjKPnRFOxG,,,2020-05-08
24/7,2020-05-08,Suncity (feat. Empress Of),Khalid,Suncity,spotify:track:4AhSkRYioEIfGvCV19peYN,,,2020-05-08
24/7,2020-05-08,ZEZE (feat. Travis Scott & Offset),Kodak Black,ZEZE (feat. Travis Scott & Offset),spotify:track:7l3E7lcozEodtVsSTCkcaA,,,2020-05-08
24/7,2020-05-08,Wake Up in the Sky,Gucci Mane,Evil Genius,spotify:track:2G1tXoGBaEMJ7FKGnkf6ud,,,2020-05-08
24/7,2020-05-08,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,Spider-Man: Into the Spider-Verse,spotify:track:3KkXRkHbMCARz0aVfEt68P,,,2020-05-08
24/7,2020-05-08,Rodeo,Lil Nas X,7 EP,spotify:track:4ak7xjvBeBOcJGWFDX9w5n,,,2020-05-08
24/7,2020-05-08,F9mily (You & Me),Lil Nas X,7 EP,spotify:track:1ABQT5SxlUTNapSbSzblGx,,,2020-05-08
24/7,2020-05-08,Kick It,Lil Nas X,7 EP,spotify:track:3qIV7Rnj3ZxLs2JcLPUbFV,,,2020-05-08
24/7,2020-05-08,Controlla,Drake,Views,spotify:track:3O8NlPh2LByMU9lSRSHedm,,,2020-05-08
24/7,2020-05-08,Where Is The Love?,Black Eyed Peas,Elephunk,spotify:track:1FreAz1lmnDi5aKLB6GdFM,,,2020-05-08
24/7,2020-05-08,Pure Water (with Migos),Mustard,Pure Water (with Migos),spotify:track:63cd4JkwGgYJrbOizbfmsp,,,2020-05-08
24/7,2020-05-08,Enemies (feat. DaBaby),Post Malone,Hollywood's Bleeding,spotify:track:6UFEJuDXQMWhL5UH5f9fUR,,,2020-05-08
24/7,2020-05-08,Keep Your Worries,Guru,Streetsoul,spotify:track:2iYM4CGkoTfsLw9MI5K1AC,,,2020-05-08
24/7,2020-05-08,Stripper Bowl,Quality Control,Stripper Bowl,spotify:track:7mv4eldXEFbf3s3ZEfbmlC,,,2020-05-08
24/7,2020-05-08,Barking,Ramz,Barking,spotify:track:7amMgNDcObIDkIXv4xcvc2,,,2020-05-08
24/7,2020-05-08,Feel It Still,Portugal. The Man,Woodstock,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,,,2020-05-08
24/7,2020-05-08,Taste (feat. Offset),Tyga,Taste (feat. Offset),spotify:track:5IaHrVsrferBYDm0bDyABy,,,2020-05-08
24/7,2020-05-08,Lick,Offset,FATHER OF 4,spotify:track:4W9XGjEUVG9junR70FOLii,,,2020-05-08
24/7,2020-05-08,Geen Limiet,Frenna,Geen Limiet,spotify:track:2gLxCTT5bbo2EkTNeTAsBe,,,2020-05-08
24/7,2020-05-08,River (feat. Ed Sheeran),Eminem,Revival,spotify:track:5UEnHoDYpsxlfzWLZIc7LD,,,2020-05-08
24/7,2020-05-08,My Year,GASHI,My Year,spotify:track:6MDjeiUWPPgEwLtiBrr9he,,,2020-05-08
24/7,2020-05-08,Those Kinda Nights (feat. Ed Sheeran),Eminem,Music To Be Murdered By,spotify:track:0VSzREd1OjEWJ9tXoFHRQH,,,2020-05-08
24/7,2020-05-08,Met Gala (feat. Offset),Gucci Mane,Droptopwop,spotify:track:2XaInsPPUkZRkY4uFJ3AHK,,,2020-05-08
24/7,2020-05-08,Sick Boy,The Chainsmokers,Sick Boy...This Feeling,spotify:track:2SxsI73qXm0rJ89Kp5JnpT,,,2020-05-08
24/7,2020-05-08,Slow For Me (feat. Tory Lanez),Melii,phAses,spotify:track:1aSd69BNiOKdT1AUJzsNhN,,,2020-05-08
24/7,2020-05-08,Know Your Worth,Khalid,Know Your Worth,spotify:track:0TrPqhAMoaKUFLR7iYDokf,,,2020-05-08
24/7,2020-05-08,Ten Toes Down,Trace.,Bipolar.,spotify:track:4EHEJGP4UP0ZHpm89CssCS,,,2020-05-08
24/7,2020-05-08,Majesty (with Labrinth & feat. Eminem),Nicki Minaj,Queen,spotify:track:01s1HGlw9yqT0U242yffBb,,,2020-05-08
24/7,2020-05-08,Daddy (feat. Rich The Kid),Blueface,Dirt Bag,spotify:track:4hanO6Du5J7QEguNHYZHmw,,,2020-05-08
24/7,2020-05-08,"Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock)",Quality Control,Quality Control: Control The Streets Volume 2,spotify:track:6Vdyu21iT8qScU1haSjWUU,,,2020-05-08
24/7,2020-05-08,Focus (feat. 21 Savage),Bazzi,Focus (feat. 21 Savage),spotify:track:12iDo4Kdw9vA2X1lN3UTVu,,,2020-05-08
24/7,2020-05-08,Hopeless Romantic (feat. Swae Lee),Wiz Khalifa,Rolling Papers 2,spotify:track:7IBSffWIu7P2MC7kMwy2FM,,,2020-05-08
24/7,2020-05-08,No Guidance (feat. Drake),Chris Brown,No Guidance (feat. Drake),spotify:track:7FEwp8BavoEVE3AnxJDchc,,,2020-05-08
24/7,2020-05-08,Circles,Post Malone,Circles,spotify:track:4VginDwYTP2eaHJzO0QMjG,,,2020-05-08
my type of hype💃🏻🕺🏼,2023-11-01,Seni Yerler,Sezen Aksu,Düş Bahçeleri,spotify:track:0seHKl9cX6sRrgO5Ql28b4,,,2020-09-02
my type of hype💃🏻🕺🏼,2023-11-01,Hovarda,Emel Müftüoğlu,Hovarda,spotify:track:0mJwTj7ldazo0CIYPt4wkN,,,2020-09-02
my type of hype💃🏻🕺🏼,2023-11-01,Sevdik Sevdalandık,Reyhan Karaca,Sevdik Sevdalandık,spotify:track:56oHEPvPd0sV7w6wLp4Wt6,,,2020-09-02
my type of hype💃🏻🕺🏼,2023-11-01,Şans Meleğim,Kenan Doğulu,Aşka Türlü Şeyler,spotify:track:0YUCEubKOccZGuCWABCH0E,,,2020-09-02
my type of hype💃🏻🕺🏼,2023-11-01,Kız Kıza,4 Yüz,4 Yüz,spotify:track:4OdvdxEAHwCojC04Qn7amC,,,2020-09-02
my type of hype💃🏻🕺🏼,2023-11-01,Şinanay,Sezen Aksu,Sezen Aksu Söylüyor,spotify:track:4LXLtYkX7JpdgZgKxdKF4k,,,2020-09-03
my type of hype💃🏻🕺🏼,2023-11-01,Despacito,Luis Fonsi,VIDA,spotify:track:6habFhsOp2NvshLv26DqMb,,,2020-09-03
my type of hype💃🏻🕺🏼,2023-11-01,Yaz Yaz Yaz,Ajda Pekkan,1990,spotify:track:7Dm3nezEO4pDOLhe7KGiYx,,,2020-09-03
my type of hype💃🏻🕺🏼,2023-11-01,Dünya Dönüyor,Nilüfer,Karışık Kaset,spotify:track:6inh8129bDIKWfnJJlu01C,,,2020-09-03
my type of hype💃🏻🕺🏼,2023-11-01,Aşka Yürek Gerek,Mustafa Sandal,Aşka Yürek Gerek,spotify:track:1aFuXmfz6bYOvUDOLZiqys,,,2020-09-03
my type of hype💃🏻🕺🏼,2023-11-01,Deli Et Beni,Emel Müftüoğlu,Emelce,spotify:track:4oW4mNHx8CrskPRrhVcJtx,,,2020-09-03
my type of hype💃🏻🕺🏼,2023-11-01,Yaparım Bilirsin,Kenan Doğulu,Yaparım Bilirsin,spotify:track:0Ct9Y9hFbJp97uw2HIBCZT,,,2020-09-03
my type of hype💃🏻🕺🏼,2023-11-01,Sarışın,Sezen Aksu,Sezen Aksu '88,spotify:track:73G6qD9mGumhJtyGcmFQo8,,,2020-09-03
my type of hype💃🏻🕺🏼,2023-11-01,Harika,Ozan Doğulu,130 Bpm Quartet,spotify:track:08KwNr3wIRWKm7KuW6yjj5,,,2020-09-03
my type of hype💃🏻🕺🏼,2023-11-01,Meyhaneci,Çelik,Şamata 2000,spotify:track:06TQMpbYBcHB8Aqb8O2eY1,,,2020-09-03
my type of hype💃🏻🕺🏼,2023-11-01,Sakın Gelme,MFÖ,MFÖ Box Set,spotify:track:3DgqzabE5Pf7xglU90ItvR,,,2020-09-03
my type of hype💃🏻🕺🏼,2023-11-01,Medcezir,Levent Yüksel,Med Cezir,spotify:track:39Shd0A8AL4jZ7bmuvEWAu,,,2020-09-03
my type of hype💃🏻🕺🏼,2023-11-01,Maalesef,Mansur Ark,Mansur Ark,spotify:track:2Bn3E90Aq8yFcRJDpZdzCo,,,2020-09-03
my type of hype💃🏻🕺🏼,2023-11-01,Gir Kanıma,Harun Kolçak,Beni Affet,spotify:track:3YtuAPxcclrBCfBUZVcFrq,,,2020-09-03
my type of hype💃🏻🕺🏼,2023-11-01,Padişah,Sibel Can,1995 - 2000,spotify:track:4Wewt1QRTNGyw8EDLXyjfJ,,,2020-09-03
my type of hype💃🏻🕺🏼,2023-11-01,Karabiberim,Serdar Ortaç,Aşk İçin,spotify:track:73y3B6WnY28e2qKrCV4NtY,,,2020-09-03
my type of hype💃🏻🕺🏼,2023-11-01,Dansöz,Serdar Ortaç,Mesafe,spotify:track:5iKzAnS1BY583HpwxHIz1m,,,2020-09-03
my type of hype💃🏻🕺🏼,2023-11-01,Sor,Serdar Ortaç,Mesafe,spotify:track:5Uzxouh00sQqfcUd6I4BnW,,,2020-09-03
my type of hype💃🏻🕺🏼,2023-11-01,Aya Benzer,Mustafa Sandal,Detay,spotify:track:6T1F7KwvtxUIsZXmRXyv3X,,,2020-09-03
my type of hype💃🏻🕺🏼,2023-11-01,Abone,Yonca Evcimik,Abone,spotify:track:1oa6Yu9X9Z2aeaipmZk89O,,,2020-09-03
my type of hype💃🏻🕺🏼,2023-11-01,Sallayalım Dünyayı,Yonca Evcimik,Aşka Hazır,spotify:track:2iyLNfnlFgb267lm2zHS7G,,,2020-09-03
my type of hype💃🏻🕺🏼,2023-11-01,Başıma Gelenler,Nilüfer,25 Düet,spotify:track:5dsHVJWKggOHj10PCXEExv,,,2020-09-03
my type of hype💃🏻🕺🏼,2023-11-01,Aldatıldık,Rengin,Rengin,spotify:track:2eb3TzYQ9jZqpgMTP8wrQv,,,2020-09-03
my type of hype💃🏻🕺🏼,2023-11-01,Rabiosa (feat. Pitbull),Shakira,Sale el Sol,spotify:track:2Xh7dyCHCErCv3PmdVEGw4,,,2021-01-13
my type of hype💃🏻🕺🏼,2023-11-01,Kumralım,Yaşar,Divane,spotify:track:3tCCD2qQLdC99YkRwGPSsx,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Sarışınım,Gülşen,Gülshen 2005 Özel Of... Of... Albümü Ve Remixler,spotify:track:1wx1lQatKZXcU9TXB4rVDA,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Yakar Geçerim,Ajda Pekkan,Farkın Bu,spotify:track:41EfGbF3T66mbR67xvNYvm,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Birtanem - Night Club Mix,Yaşar,Divane,spotify:track:7tbD2Rl5Rxs7836NFZBQxM,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Tavla,Mirkelam,Mirkelam,spotify:track:4aszqTKbVDgtoTq2coBT2t,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Rakkas,Sezen Aksu,Işık Doğudan Yükselir / Ex Oriente Lux,spotify:track:0LGOygzEX94GVQsADi2Dsm,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Her gece,Mirkelam,Mirkelam,spotify:track:0Wk7DHKAYGVJjgU7YAWCV0,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Kumsalda,Sertab Erener,Turuncu,spotify:track:44P48IXl8neXU8K3YAKabd,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Ölürüm Sana,Tarkan,Ölürüm Sana,spotify:track:6nAgxB5x7vlGVVIoWpCwaM,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Gamzelim,Serdar Ortaç,Yaz Yağmuru,spotify:track:4vh47fS1TvpVaPbs0pY38Z,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Hoş Gör Sen,Ajda Pekkan,The Best of Ajda,spotify:track:4x9GzqK1TMEdVk1VtIiMbW,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Su Gibisin,Emre Altuğ,Dudak Dudağa,spotify:track:6GF9h2Xp4Yl8DzyXrcNgbK,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Aşkın Ateşi,Hande Yener,Apayrı,spotify:track:7ChKLgOTcpEJazEwkxe7yk,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Ay İnanmıyorum,Aşkın Nur Yengi,Kara Çiçeğim,spotify:track:6WBSXuEF25lbXSNSDhQOpz,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Senden Çok Var,Rober Hatemo,Sihirli Değnek,spotify:track:3ywc913X84eM289aIhsNIT,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Oh Oh,Sezen Aksu,Deliveren,spotify:track:56DPK2GQgwA0ohyK0sStpS,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Kaçın Kurası,Sezen Aksu,Düş Bahçeleri,spotify:track:3Qaj6EzdVTzysN50rg2u4p,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Kuzu Kuzu,Tarkan,Karma,spotify:track:3ajYmPDtB3P7JTPQ64Dr7P,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Ne Kavgam Bitti Ne Sevdam,Gülşen,Yurtta Aşk Cihanda Aşk,spotify:track:5QWJgdaZ95c41wb8ZjaZ6K,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Çilek,Berksan,Çilek,spotify:track:3geKCsZiTl809rSjg4E004,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Hepsi Senin Mi?,Tarkan,Aacayipsin,spotify:track:72QQfTR5KfRJbVxaDrSmWO,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Pazara Kadar,Mustafa Sandal,Kop,spotify:track:2dWpcs4bWSEbeJI8MEh21l,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Yurtta Aşk Cihanda Aşk,Gülşen,Yurtta Aşk Cihanda Aşk,spotify:track:1SUpekAe5FF89mw62jT8Hs,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Divane,Yaşar,Divane,spotify:track:3V9Cf4pENsRh02WTMJ726n,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Araba,Mustafa Sandal,Gölgede Aynı,spotify:track:3dtDQxKeWsdsFFKxrgxhxe,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Acele Etme,Hande Yener,Aşk Kadın Ruhundan Anlamıyor,spotify:track:6fZwYVoQZYlfbTmNFcizFl,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Kandırdım,Kenan Doğulu,3,spotify:track:0Q2r3YxZghingZAXFZXkCs,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Eline Düştüm,Emir,Ben Sen Olamam,spotify:track:3bMYyucLCD0U6CdZnisspZ,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Cumhuriyet,Yalın,Her şey Sensin,spotify:track:5juEMXjXqG2ktKoTgvrfCl,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Haydi Gel Benimle Ol,Sezen Aksu,Sen Ağlama,spotify:track:6KBRNsL48BmRcQzUq1oSZq,,,2021-04-16
my type of hype💃🏻🕺🏼,2023-11-01,Hasta - Mert Hakan Remix,Hande Yener,Kraliçe,spotify:track:2risRHzJzpncVWJb6zd0qi,,,2021-04-18
my type of hype💃🏻🕺🏼,2023-11-01,Kırmızı,Hande Yener,Aşk Kadın Ruhundan Anlamıyor,spotify:track:2pTVNLRAfud4odx8SSO6cY,,,2021-04-29
my type of hype💃🏻🕺🏼,2023-11-01,Of Of - First Version,Gülşen,Gülshen 2005 Özel Of... Of... Albümü Ve Remixler,spotify:track:0B9WNXvQaWkSr4AurSSqyA,,,2022-02-21
my type of hype💃🏻🕺🏼,2023-11-01,Çakkıdı,Kenan Doğulu,Festival,spotify:track:1jH3jM3CqPmZcX7gzVPLHb,,,2022-02-21
my type of hype💃🏻🕺🏼,2023-11-01,Yalanın Batsın,Hande Yener,Senden İbaret,spotify:track:0wyqLhwj5MlZeHjZqt3lq5,,,2022-02-21
my type of hype💃🏻🕺🏼,2023-11-01,Poşet,Serdar Ortaç,Kara Kedi,spotify:track:3RmegrVcVzOmpugUtstJBl,,,2022-02-21
my type of hype💃🏻🕺🏼,2023-11-01,Benimle Oynama,Burak Kut,Benimle Oynama / Çılgınım,spotify:track:7KFe58J6TseJqoyvvIA52X,,,2022-02-21
my type of hype💃🏻🕺🏼,2023-11-01,Gül Döktüm Yollarına,Tarkan,Aacayipsin,spotify:track:2v57dbjigdKRh7MY6ME3WB,,,2022-02-21
akşam,2023-03-10,Sakın Gelme,MFÖ,M.V.A.B,spotify:track:2V7hdkvEmtHQBkY9iCo0sg,,,2020-01-26
akşam,2023-03-10,Öyle Sarhoş Olsam ki,Tanju Okan,Bir Zamanlar,spotify:track:3iMBeyqsQSKjtT8G6wencW,,,2020-01-26
akşam,2023-03-10,Yalnizlik Omur Boyu,MFÖ,The Best of MFÖ,spotify:track:4HcOFRW0dPwD0KWBmdLO1K,,,2020-01-26
akşam,2023-03-10,Eksik Bir Şey,Ezginin Günlügü,Dargın Mıyız,spotify:track:5TsWBjeEnWNxhFbc4uGs0s,,,2020-01-26
akşam,2023-03-10,Kupa Kızı Ve Sinek Valesi,Teoman,Teo,spotify:track:0lX83giId8IqjzbZg2tP5B,,,2020-01-26
akşam,2023-03-10,Gönülçelen,Teoman,Gönülçelen,spotify:track:1YHuqpq9S8rLkOc8XKFA0O,,,2020-01-26
akşam,2023-03-10,Mayın Tarlası,Şebnem Ferah,Kelimeler Yetse,spotify:track:4wRDGEeILaLOVJMaIBmAEn,,,2020-01-26
akşam,2023-03-10,Düşler Sokağı,Feridun Düzağaç,Uzun Uzun,spotify:track:5jUvJC1FyQkkzFsfBNYMHo,,,2020-01-26
akşam,2023-03-10,Sezenler Olmuş,Yeni Türkü,Şimdi Ve Sonra,spotify:track:2TlLmfPznS3dWWufnwMFJG,,,2020-08-13
akşam,2023-03-10,Tek Başına,Ayten Alpman,Ayten Alpman Klasikleri,spotify:track:1nUKEdSVydyPXgDZZRsqRi,,,2020-08-25
akşam,2023-03-10,Ben Böyleyim,Ayten Alpman,Ayten Alpman Klasikleri,spotify:track:2VZ59UciMplV9V34o4vIkl,,,2020-08-25
akşam,2023-03-10,Sözlerimi Geri Alamam,Bulutsuzluk Özlemi,Yaşamaya Mecbursun,spotify:track:2zC5HggFPtvtGm7DgKs2vQ,,,2020-09-02
akşam,2023-03-10,Sevme Zamanı,Oya,Seni Bana Yazmışlar,spotify:track:6LjVS4CiJsU2RMYdz5i34B,,,2021-04-06
akşam,2023-03-10,Bir Sana Bir De Bana,Baba Zula,Baba Zula Box Set,spotify:track:0b83EVqnn2eJGjKvEuIuXt,,,2021-04-06
akşam,2023-03-10,Bana Yalan Söylediler,Semiramis Pekkan,Bana Yalan Söylediler / Unuttu Unuttu,spotify:track:7Beeb1AZSs6YQuAeifdX0n,,,2021-08-17
akşam,2023-03-10,İlk ve Son Aşkım Sen Olacaksın,Ayla Dikmen,Klasikler,spotify:track:6LsiR2ILbjGuoRIQlS7zyW,,,2021-08-17
akşam,2023-03-10,Ta Uzak Yollardan,Nilüfer,Sensiz Olmaz,spotify:track:76CEXcx0OHPbq2cyiwjEHk,,,2021-08-17
akşam,2023-03-10,Bir Çocuk Sevdim,Sezen Aksu,Sezen Aksu '88,spotify:track:7itO53A67K3FDQD3LHU0te,,,2021-08-17
akşam,2023-03-10,Anlamazdın,Ayla Dikmen,Klasikler,spotify:track:1qwQ1P3FwFouG1zTIBkGXU,,,2021-08-17
akşam,2023-03-10,Seni Kimler Aldı,Sezen Aksu,Gülümse,spotify:track:0o2xtLCzHseeiUMYMGFDcC,,,2021-08-17
akşam,2023-03-10,Kördüğüm,Hümeyra,Hümeyra,spotify:track:6xLWBX2jApQ9ldmdaEF1z2,,,2021-08-17
akşam,2023-03-10,Seninle Bir Dakika,Semiha Yankı,Seninle Bir Dakika / Mutlu Olmak İstiyorsan,spotify:track:371nNwFetX7GVB7Po7Z1nu,,,2021-08-17
akşam,2023-03-10,Bir Günah Gibi,Ajda Pekkan,Seksenlerin En Güzel 4 Albümü,spotify:track:6V7Zx4SBBZd4I6EbLZJAnq,,,2021-08-17
akşam,2023-03-10,Zalim,Levent Yüksel,Med Cezir + Koleksiyon,spotify:track:2iD3eveJA5QiENiSgFiHbQ,,,2021-08-17
akşam,2023-03-10,Ben Varım,Ayten Alpman,Ayten Alpman Klasikleri,spotify:track:0mZmqsrsMAOOvyzRWOZshn,,,2021-08-18
akşam,2023-03-10,Sessiz Gemi,Hümeyra,Hümeyra,spotify:track:5QKVQAlDwBzMUiNyr2CgZg,,,2021-08-18
akşam,2023-03-10,Son Arzum,Nilüfer,Selam Söyle,spotify:track:4C2BEVMCOoTRYLQdxumczm,,,2021-08-18
akşam,2023-03-10,Gitme Kal Bu Şehirde,Nazan Öncel,Bir Hadise Var,spotify:track:1xCcK7652L17CIr0K2Dzts,,,2021-08-18
akşam,2023-03-10,Deniz Ve Mehtap / Aşkımız Bitti,Dario Moreno,Dario Moreno'suz 40 Yıl,spotify:track:0OWUML7YpITgMyk3nNUM25,,,2021-08-18
akşam,2023-03-10,Sen Benim Şarkılarımsın,Gündoğarken,Bir Yaz Daha Bitiyor,spotify:track:522soGPCUM6FJimxFQNjsQ,,,2021-08-18
akşam,2023-03-10,Sus Duymasın,Hümeyra,Anlatamıyorum,spotify:track:1zkLnJCSTPz8BnrzfEQYKJ,,,2021-08-29
akşam,2023-03-10,Yaz Aşkım,Ege,Senden Uzak,spotify:track:61efPvxaMIQJiXFcReNb1Y,,,2021-09-05
akşam,2023-03-10,Küçük Bir Aşk Masalı,Özdemir Erdoğan,İkinci Bahar,spotify:track:7hIMlT6itbXyvjp7HYPzUP,,,2021-09-05
akşam,2023-03-10,Tam Ortasındayım,MFÖ,No Problem,spotify:track:2QGJ0HZvHwKF1uyB63E1Jo,,,2021-09-05
akşam,2023-03-10,Seni İstiyorum,Sezen Aksu,Sezen Aksu '88,spotify:track:2DTHFmHNfcWSefVFnEBZCe,,,2021-09-12
